"","person_age","person_income","person_home_ownership","person_emp_length","loan_intent","loan_grade","loan_amnt","loan_int_rate","loan_status","loan_percent_income","cb_person_default_on_file","cb_person_cred_hist_length","int_cat"
"12072",22,79000,"MORTGAGE",6,"VENTURE","C",11000,13.11,0,0.14,"Y",4,"(13,15]"
"12073",26,79000,"MORTGAGE",6,"PERSONAL","C",14000,13.57,0,0.18,"Y",3,"(13,15]"
"12074",25,79000,"OWN",9,"VENTURE","B",14500,11.48,0,0.18,"N",3,"(11,13]"
"12075",26,79000,"MORTGAGE",4,"DEBTCONSOLIDATION","C",18500,NA,0,0.23,"Y",3,"missing"
"12076",25,79000,"MORTGAGE",2,"MEDICAL","C",15000,13.79,0,0.19,"N",2,"(13,15]"
"12077",25,79000,"MORTGAGE",9,"PERSONAL","B",7500,10.01,0,0.09,"N",3,"(9,11]"
"12078",23,79100,"MORTGAGE",4,"VENTURE","A",3300,5.42,0,0.04,"N",3,"(5,7]"
"12079",24,24000,"RENT",0,"EDUCATION","A",11500,7.51,1,0.48,"N",3,"(7,9]"
"12080",26,79200,"MORTGAGE",8,"MEDICAL","A",6075,6.03,0,0.08,"N",2,"(5,7]"
"12081",24,79200,"OWN",8,"VENTURE","A",3800,6.62,0,0.05,"N",4,"(5,7]"
"12082",23,79200,"MORTGAGE",7,"EDUCATION","A",5000,5.42,0,0.06,"N",3,"(5,7]"
"12083",23,79200,"MORTGAGE",6,"EDUCATION","A",8000,7.88,0,0.1,"N",4,"(7,9]"
"12084",22,79200,"MORTGAGE",6,"VENTURE","B",4750,10.25,0,0.06,"N",3,"(9,11]"
"12085",26,79380,"MORTGAGE",5,"EDUCATION","C",10000,12.23,0,0.13,"Y",3,"(11,13]"
"12086",24,79400,"MORTGAGE",8,"HOMEIMPROVEMENT","B",12000,9.88,0,0.15,"N",4,"(9,11]"
"12087",25,62393,"OTHER",0,"MEDICAL","D",20000,15.05,1,0.27,"Y",3,"(15,17]"
"12088",26,79500,"MORTGAGE",1,"EDUCATION","B",6000,11.36,0,0.08,"N",2,"(11,13]"
"12089",26,79560,"MORTGAGE",10,"DEBTCONSOLIDATION","B",8000,12.53,0,0.1,"N",4,"(11,13]"
"12090",26,34100,"RENT",0,"DEBTCONSOLIDATION","A",11500,6.62,1,0.34,"N",3,"(5,7]"
"12091",22,79618,"MORTGAGE",6,"EDUCATION","A",7000,7.74,0,0.09,"N",3,"(7,9]"
"12092",21,34500,"RENT",2,"HOMEIMPROVEMENT","D",11500,15.31,1,0.33,"N",2,"(15,17]"
"12093",24,79632,"MORTGAGE",8,"EDUCATION","C",7200,14.17,0,0.09,"Y",3,"(13,15]"
"12094",26,79700,"MORTGAGE",9,"DEBTCONSOLIDATION","B",7200,9.99,0,0.09,"N",3,"(9,11]"
"12095",25,79700,"MORTGAGE",6,"HOMEIMPROVEMENT","A",10000,NA,0,0.13,"N",4,"missing"
"12096",24,79768,"OWN",2,"EDUCATION","C",12000,13.49,0,0.15,"Y",4,"(13,15]"
"12097",23,40000,"OWN",7,"EDUCATION","A",13000,7.29,0,0.33,"N",4,"(7,9]"
"12098",25,79992,"MORTGAGE",9,"EDUCATION","A",10000,6.03,0,0.13,"N",2,"(5,7]"
"12099",23,79992,"MORTGAGE",7,"DEBTCONSOLIDATION","B",6000,NA,0,0.08,"N",3,"missing"
"12100",23,34000,"RENT",0,"DEBTCONSOLIDATION","B",11500,11.49,1,0.34,"N",2,"(11,13]"
"12101",23,79996,"MORTGAGE",2,"EDUCATION","E",24000,16.32,0,0.3,"Y",3,"(15,17]"
"12102",23,40000,"OWN",6,"EDUCATION","A",3000,7.66,0,0.07,"N",3,"(7,9]"
"12103",26,74000,"MORTGAGE",8,"EDUCATION","B",15000,9.91,1,0.2,"N",3,"(9,11]"
"12104",26,41784,"RENT",0,"EDUCATION","B",11500,10.95,0,0.28,"N",4,"(9,11]"
"12105",26,80000,"MORTGAGE",5,"VENTURE","D",12000,16.29,0,0.15,"N",2,"(15,17]"
"12106",24,42000,"RENT",8,"DEBTCONSOLIDATION","A",11500,7.88,0,0.27,"N",2,"(7,9]"
"12107",25,80000,"MORTGAGE",9,"VENTURE","E",4000,19.03,0,0.05,"Y",3,"(17,Inf]"
"12108",25,80000,"MORTGAGE",7,"HOMEIMPROVEMENT","A",6000,7.9,0,0.07,"N",3,"(7,9]"
"12109",25,42000,"RENT",9,"VENTURE","C",11500,13.79,0,0.27,"Y",3,"(13,15]"
"12110",24,80000,"MORTGAGE",9,"MEDICAL","A",10000,NA,0,0.13,"N",2,"missing"
"12111",26,45760,"RENT",8,"DEBTCONSOLIDATION","C",11500,11.78,0,0.25,"N",4,"(11,13]"
"12112",25,45996,"RENT",3,"VENTURE","C",11500,12.53,0,0.25,"N",4,"(11,13]"
"12113",23,80000,"MORTGAGE",7,"EDUCATION","B",15000,12.42,0,0.19,"N",2,"(11,13]"
"12114",26,62900,"MORTGAGE",4,"MEDICAL","A",11000,7.9,1,0.15,"N",3,"(7,9]"
"12115",26,57000,"RENT",0,"HOMEIMPROVEMENT","A",11500,7.51,0,0.2,"N",3,"(7,9]"
"12116",25,80000,"MORTGAGE",4,"MEDICAL","C",25000,13.49,0,0.31,"N",2,"(13,15]"
"12117",22,40000,"OWN",4,"EDUCATION","A",8000,5.79,0,0.2,"N",2,"(5,7]"
"12118",24,62500,"RENT",5,"EDUCATION","A",11500,5.79,0,0.18,"N",3,"(5,7]"
"12119",23,80000,"MORTGAGE",3,"DEBTCONSOLIDATION","B",24000,11.71,0,0.3,"N",3,"(11,13]"
"12120",24,80000,"MORTGAGE",8,"HOMEIMPROVEMENT","A",18000,7.9,0,0.23,"N",2,"(7,9]"
"12121",24,63000,"RENT",3,"VENTURE","C",11500,14.79,0,0.18,"N",2,"(13,15]"
"12122",24,68298,"RENT",3,"VENTURE","A",11500,NA,0,0.17,"N",2,"missing"
"12123",23,70000,"RENT",2,"VENTURE","B",11500,11.86,0,0.16,"N",3,"(11,13]"
"12124",24,80000,"MORTGAGE",8,"PERSONAL","B",8000,NA,0,0.1,"N",4,"missing"
"12125",24,80000,"MORTGAGE",8,"EDUCATION","A",10000,8.9,0,0.13,"N",4,"(7,9]"
"12126",24,74000,"RENT",3,"EDUCATION","B",11500,10.74,0,0.16,"N",3,"(9,11]"
"12127",25,80000,"MORTGAGE",9,"DEBTCONSOLIDATION","A",4000,6.62,0,0.05,"N",2,"(5,7]"
"12128",24,80000,"MORTGAGE",7,"VENTURE","A",12000,6.62,0,0.15,"N",2,"(5,7]"
"12129",26,79000,"RENT",7,"HOMEIMPROVEMENT","B",11500,11.99,0,0.15,"N",3,"(11,13]"
"12130",25,74000,"MORTGAGE",9,"EDUCATION","A",18000,7.9,1,0.24,"N",2,"(7,9]"
"12131",24,125000,"RENT",4,"VENTURE","B",11500,10.38,0,0.09,"N",2,"(9,11]"
"12132",24,41000,"RENT",4,"MEDICAL","C",11525,12.99,0,0.28,"Y",3,"(11,13]"
"12133",25,77954,"RENT",9,"DEBTCONSOLIDATION","D",11550,16.77,1,0.15,"N",2,"(15,17]"
"12134",22,40000,"RENT",0,"PERSONAL","A",11575,NA,0,0.29,"N",3,"missing"
"12135",25,80000,"OWN",9,"VENTURE","C",12800,NA,0,0.16,"N",3,"missing"
"12136",22,80000,"MORTGAGE",5,"MEDICAL","B",9500,11.71,0,0.12,"N",2,"(11,13]"
"12137",26,70000,"RENT",0,"DEBTCONSOLIDATION","A",11600,6.99,0,0.17,"N",3,"(5,7]"
"12138",26,80000,"MORTGAGE",2,"HOMEIMPROVEMENT","C",4200,14.27,0,0.05,"N",4,"(13,15]"
"12139",26,71000,"RENT",0,"MEDICAL","B",11600,10.99,0,0.16,"N",2,"(9,11]"
"12140",23,40000,"RENT",7,"EDUCATION","B",11650,11.99,0,0.29,"N",4,"(11,13]"
"12141",22,80000,"MORTGAGE",6,"VENTURE","B",16000,12.42,0,0.2,"N",4,"(11,13]"
"12142",23,57996,"RENT",1,"MEDICAL","C",11650,13.47,0,0.2,"N",2,"(13,15]"
"12143",26,30000,"RENT",6,"MEDICAL","B",11700,11.71,1,0.39,"N",2,"(11,13]"
"12144",24,80000,"MORTGAGE",6,"HOMEIMPROVEMENT","C",7000,14.65,0,0.09,"N",4,"(13,15]"
"12145",25,80000,"MORTGAGE",9,"VENTURE","A",6000,6.03,0,0.07,"N",4,"(5,7]"
"12146",25,80000,"MORTGAGE",2,"PERSONAL","C",4900,15.27,0,0.06,"N",4,"(15,17]"
"12147",26,80000,"MORTGAGE",10,"HOMEIMPROVEMENT","A",7000,6.03,0,0.09,"N",4,"(5,7]"
"12148",22,74000,"MORTGAGE",6,"EDUCATION","A",4000,7.51,1,0.05,"N",3,"(7,9]"
"12149",25,80000,"MORTGAGE",5,"PERSONAL","A",18200,7.9,0,0.23,"N",2,"(7,9]"
"12150",22,66000,"RENT",6,"DEBTCONSOLIDATION","E",11750,17.14,1,0.18,"N",2,"(17,Inf]"
"12151",25,80000,"MORTGAGE",2,"MEDICAL","A",5000,7.51,0,0.06,"N",3,"(7,9]"
"12152",22,44400,"RENT",1,"PERSONAL","C",11775,13.49,0,0.27,"Y",4,"(13,15]"
"12153",22,35000,"RENT",4,"VENTURE","B",11800,10.95,1,0.34,"N",2,"(9,11]"
"12154",25,80000,"MORTGAGE",6,"VENTURE","B",10000,NA,0,0.13,"N",4,"missing"
"12155",24,40000,"RENT",3,"VENTURE","A",11800,6.92,0,0.29,"N",4,"(5,7]"
"12156",25,80000,"MORTGAGE",6,"MEDICAL","A",3000,6.03,0,0.04,"N",2,"(5,7]"
"12157",23,42000,"RENT",6,"EDUCATION","B",11800,12.69,0,0.28,"N",2,"(11,13]"
"12158",26,76000,"RENT",5,"DEBTCONSOLIDATION","C",11800,13.11,0,0.16,"Y",3,"(13,15]"
"12159",22,94000,"RENT",5,"VENTURE","C",11800,13.99,0,0.13,"N",4,"(13,15]"
"12160",23,80000,"MORTGAGE",7,"EDUCATION","D",7000,16.29,0,0.09,"Y",3,"(15,17]"
"12161",22,42500,"RENT",7,"MEDICAL","D",11850,14.11,1,0.28,"Y",2,"(13,15]"
"12162",25,50000,"RENT",6,"PERSONAL","B",11875,10.65,0,0.24,"N",2,"(9,11]"
"12163",23,35000,"RENT",2,"DEBTCONSOLIDATION","A",11900,7.66,1,0.34,"N",3,"(7,9]"
"12164",25,80000,"MORTGAGE",4,"PERSONAL","A",11000,6.62,0,0.14,"N",3,"(5,7]"
"12165",21,50000,"RENT",5,"DEBTCONSOLIDATION","A",11975,NA,0,0.24,"N",3,"missing"
"12166",23,80000,"MORTGAGE",7,"VENTURE","B",22000,10.65,0,0.28,"N",2,"(9,11]"
"12167",23,80000,"MORTGAGE",5,"VENTURE","A",2000,7.9,0,0.03,"N",4,"(7,9]"
"12168",24,80000,"MORTGAGE",4,"PERSONAL","C",2000,15.27,0,0.03,"Y",3,"(15,17]"
"12169",25,20000,"RENT",1,"VENTURE","A",12000,8.07,1,0.6,"N",4,"(7,9]"
"12170",22,80000,"MORTGAGE",6,"EDUCATION","B",35000,NA,0,0.44,"N",2,"missing"
"12171",25,80000,"MORTGAGE",5,"VENTURE","A",12000,5.99,0,0.15,"N",2,"(5,7]"
"12172",24,80000,"OWN",5,"EDUCATION","C",2200,13.49,0,0.03,"N",4,"(13,15]"
"12173",23,74000,"MORTGAGE",5,"DEBTCONSOLIDATION","D",25975,NA,1,0.35,"N",2,"missing"
"12174",22,24000,"RENT",0,"PERSONAL","C",12000,14.79,1,0.5,"N",2,"(13,15]"
"12175",24,24000,"RENT",3,"PERSONAL","B",12000,10.36,1,0.5,"N",4,"(9,11]"
"12176",25,24000,"RENT",1,"DEBTCONSOLIDATION","D",12000,12.17,1,0.5,"Y",4,"(11,13]"
"12177",24,80000,"MORTGAGE",2,"HOMEIMPROVEMENT","A",5000,6.99,0,0.06,"N",4,"(5,7]"
"12178",22,24996,"RENT",4,"PERSONAL","B",12000,9.63,1,0.48,"N",3,"(9,11]"
"12179",23,80000,"MORTGAGE",7,"EDUCATION","B",10000,NA,0,0.13,"N",2,"missing"
"12180",24,26000,"RENT",5,"MEDICAL","A",12000,7.9,1,0.46,"N",2,"(7,9]"
"12181",25,26000,"RENT",5,"MEDICAL","B",12000,11.99,1,0.46,"N",3,"(11,13]"
"12182",25,80000,"MORTGAGE",9,"VENTURE","D",14000,15.62,0,0.17,"Y",4,"(15,17]"
"12183",24,26000,"RENT",5,"VENTURE","C",12000,14.26,1,0.46,"N",3,"(13,15]"
"12184",24,80000,"MORTGAGE",8,"HOMEIMPROVEMENT","A",5550,8.49,0,0.07,"N",2,"(7,9]"
"12185",21,80000,"MORTGAGE",5,"EDUCATION","A",12000,5.99,0,0.15,"N",2,"(5,7]"
"12186",24,80000,"MORTGAGE",2,"MEDICAL","B",2500,11.49,0,0.03,"N",2,"(11,13]"
"12187",23,28000,"RENT",2,"EDUCATION","C",12000,14.27,1,0.43,"Y",4,"(13,15]"
"12188",24,80000,"MORTGAGE",4,"VENTURE","A",3000,6.99,0,0.04,"N",2,"(5,7]"
"12189",22,80000,"MORTGAGE",6,"EDUCATION","B",16000,11.99,0,0.2,"N",3,"(11,13]"
"12190",24,29000,"RENT",0,"MEDICAL","D",12000,15.05,1,0.41,"Y",2,"(15,17]"
"12191",23,80000,"MORTGAGE",6,"EDUCATION","A",9000,7.49,0,0.11,"N",4,"(7,9]"
"12192",23,80000,"MORTGAGE",4,"MEDICAL","B",8000,10.99,0,0.1,"N",3,"(9,11]"
"12193",24,29435,"RENT",8,"VENTURE","A",12000,7.66,1,0.41,"N",3,"(7,9]"
"12194",26,80000,"MORTGAGE",5,"MEDICAL","A",5000,NA,0,0.06,"N",3,"missing"
"12195",25,80000,"MORTGAGE",0,"MEDICAL","B",15500,NA,0,0.19,"N",3,"missing"
"12196",22,30000,"RENT",1,"EDUCATION","B",12000,10.99,1,0.4,"N",3,"(9,11]"
"12197",24,80000,"MORTGAGE",8,"VENTURE","D",5000,15.62,0,0.06,"Y",2,"(15,17]"
"12198",21,30000,"RENT",5,"VENTURE","A",12000,5.79,1,0.4,"N",3,"(5,7]"
"12199",24,30000,"RENT",0,"EDUCATION","A",12000,6.91,1,0.4,"N",3,"(5,7]"
"12200",23,80000,"MORTGAGE",NA,"PERSONAL","A",3000,5.99,0,0.04,"N",3,"(5,7]"
"12201",25,80000,"OWN",9,"PERSONAL","B",2700,10.59,0,0.03,"N",4,"(9,11]"
"12202",24,80000,"OWN",8,"VENTURE","A",12000,7.49,0,0.15,"N",3,"(7,9]"
"12203",23,80000,"MORTGAGE",7,"VENTURE","C",4000,15.23,0,0.05,"N",3,"(15,17]"
"12204",22,30000,"RENT",2,"EDUCATION","C",12000,13.72,1,0.4,"N",2,"(13,15]"
"12205",23,80000,"MORTGAGE",3,"VENTURE","A",5500,5.42,0,0.07,"N",2,"(5,7]"
"12206",22,30000,"RENT",2,"VENTURE","D",12000,14.46,1,0.4,"N",2,"(13,15]"
"12207",24,80000,"MORTGAGE",8,"VENTURE","C",12000,13.99,0,0.15,"Y",3,"(13,15]"
"12208",22,30000,"RENT",4,"EDUCATION","B",12000,10.62,1,0.4,"N",3,"(9,11]"
"12209",24,80000,"MORTGAGE",8,"MEDICAL","A",9000,NA,0,0.11,"N",4,"missing"
"12210",23,80000,"OWN",7,"VENTURE","A",4000,5.99,0,0.05,"N",4,"(5,7]"
"12211",24,30000,"RENT",0,"PERSONAL","B",12000,11.48,1,0.4,"N",3,"(11,13]"
"12212",25,30000,"RENT",0,"VENTURE","B",12000,11.48,1,0.4,"N",4,"(11,13]"
"12213",22,30000,"RENT",0,"MEDICAL","A",12000,9.32,1,0.4,"N",3,"(9,11]"
"12214",22,80000,"OWN",4,"EDUCATION","B",4800,10.99,0,0.06,"N",4,"(9,11]"
"12215",25,80000,"MORTGAGE",2,"VENTURE","A",10000,7.49,0,0.13,"N",4,"(7,9]"
"12216",23,80000,"MORTGAGE",3,"EDUCATION","A",6000,5.99,0,0.07,"N",4,"(5,7]"
"12217",26,80000,"MORTGAGE",10,"DEBTCONSOLIDATION","B",10800,11.99,0,0.14,"N",3,"(11,13]"
"12218",21,80000,"MORTGAGE",5,"EDUCATION","C",5000,12.99,0,0.06,"N",2,"(11,13]"
"12219",22,31000,"RENT",0,"DEBTCONSOLIDATION","B",12000,10.25,1,0.39,"N",4,"(9,11]"
"12220",25,80000,"MORTGAGE",3,"EDUCATION","D",20000,15.62,0,0.25,"Y",3,"(15,17]"
"12221",24,74000,"OWN",8,"DEBTCONSOLIDATION","G",35000,20.11,1,0.47,"N",3,"(17,Inf]"
"12222",25,80000,"MORTGAGE",9,"DEBTCONSOLIDATION","A",10250,5.42,0,0.13,"N",4,"(5,7]"
"12223",22,31200,"RENT",6,"EDUCATION","B",12000,10.39,1,0.38,"N",2,"(9,11]"
"12224",22,31800,"RENT",NA,"DEBTCONSOLIDATION","A",12000,5.42,1,0.38,"N",2,"(5,7]"
"12225",22,80000,"MORTGAGE",7,"EDUCATION","B",1500,10.37,0,0.02,"N",2,"(9,11]"
"12226",26,74000,"MORTGAGE",1,"EDUCATION","B",24000,10.74,1,0.32,"N",3,"(9,11]"
"12227",24,32000,"RENT",4,"MEDICAL","A",12000,7.51,1,0.38,"N",2,"(7,9]"
"12228",22,74000,"MORTGAGE",0,"VENTURE","G",19000,20.48,1,0.26,"Y",2,"(17,Inf]"
"12229",23,74000,"MORTGAGE",7,"PERSONAL","B",2100,NA,1,0.03,"N",4,"missing"
"12230",23,80000,"MORTGAGE",7,"VENTURE","A",4800,7.29,0,0.06,"N",4,"(7,9]"
"12231",24,32000,"RENT",1,"MEDICAL","A",12000,7.29,1,0.38,"N",2,"(7,9]"
"12232",22,80000,"MORTGAGE",4,"PERSONAL","A",7250,NA,0,0.09,"N",3,"missing"
"12233",24,32000,"RENT",5,"EDUCATION","C",12000,13.85,1,0.38,"N",3,"(13,15]"
"12234",26,74000,"MORTGAGE",0,"DEBTCONSOLIDATION","E",16800,16.4,1,0.23,"Y",4,"(15,17]"
"12235",24,32000,"RENT",8,"DEBTCONSOLIDATION","C",12000,12.87,1,0.38,"Y",2,"(11,13]"
"12236",26,32000,"RENT",6,"MEDICAL","A",12000,8.94,1,0.38,"N",3,"(7,9]"
"12237",21,32000,"RENT",0,"PERSONAL","B",12000,NA,1,0.38,"N",4,"missing"
"12238",25,80000,"MORTGAGE",5,"HOMEIMPROVEMENT","C",14625,12.68,0,0.18,"Y",4,"(11,13]"
"12239",22,32500,"RENT",0,"MEDICAL","B",12000,11.49,1,0.37,"N",2,"(11,13]"
"12240",23,33000,"RENT",8,"DEBTCONSOLIDATION","A",12000,8.49,1,0.36,"N",3,"(7,9]"
"12241",25,80000,"MORTGAGE",9,"HOMEIMPROVEMENT","B",12000,10,0,0.15,"N",4,"(9,11]"
"12242",22,33504,"RENT",3,"PERSONAL","C",12000,13.98,1,0.36,"Y",3,"(13,15]"
"12243",24,80000,"MORTGAGE",8,"PERSONAL","D",25000,14.46,0,0.31,"Y",2,"(13,15]"
"12244",23,33504,"RENT",5,"VENTURE","C",12000,13.11,1,0.36,"Y",4,"(13,15]"
"12245",22,33600,"RENT",5,"PERSONAL","B",12000,9.91,1,0.36,"N",4,"(9,11]"
"12246",21,33600,"RENT",2,"MEDICAL","B",12000,11.12,1,0.36,"N",3,"(11,13]"
"12247",26,80000,"MORTGAGE",0,"EDUCATION","A",6300,5.79,0,0.08,"N",4,"(5,7]"
"12248",24,34000,"RENT",8,"MEDICAL","B",12000,11.71,1,0.35,"N",4,"(11,13]"
"12249",24,80000,"MORTGAGE",2,"PERSONAL","A",20000,6.54,0,0.25,"N",4,"(5,7]"
"12250",23,80000,"OWN",7,"PERSONAL","B",9000,9.62,0,0.11,"N",2,"(9,11]"
"12251",25,80000,"MORTGAGE",9,"DEBTCONSOLIDATION","A",13000,6.54,0,0.16,"N",3,"(5,7]"
"12252",26,34000,"RENT",2,"PERSONAL","D",12000,14.96,1,0.35,"N",3,"(13,15]"
"12253",24,80000,"OWN",0,"EDUCATION","A",16000,6.17,0,0.2,"N",4,"(5,7]"
"12254",25,80000,"MORTGAGE",0,"VENTURE","A",12000,6.91,0,0.15,"N",2,"(5,7]"
"12255",26,80000,"MORTGAGE",3,"EDUCATION","A",18000,5.79,0,0.23,"N",4,"(5,7]"
"12256",23,34000,"RENT",5,"DEBTCONSOLIDATION","C",12000,12.84,1,0.35,"N",4,"(11,13]"
"12257",25,80000,"MORTGAGE",5,"DEBTCONSOLIDATION","A",18000,5.79,0,0.23,"N",2,"(5,7]"
"12258",26,80000,"MORTGAGE",6,"MEDICAL","A",2000,6.91,0,0.03,"N",3,"(5,7]"
"12259",25,80000,"MORTGAGE",9,"MEDICAL","A",3000,6.17,0,0.04,"N",4,"(5,7]"
"12260",25,80000,"MORTGAGE",5,"EDUCATION","B",25000,10.36,0,0.31,"N",3,"(9,11]"
"12261",25,80000,"MORTGAGE",0,"MEDICAL","A",10000,5.79,0,0.13,"N",4,"(5,7]"
"12262",24,34132,"RENT",0,"EDUCATION","B",12000,10.62,1,0.35,"N",3,"(9,11]"
"12263",22,40000,"OWN",0,"EDUCATION","A",6000,8,0,0.15,"N",3,"(7,9]"
"12264",26,34138,"RENT",3,"DEBTCONSOLIDATION","B",12000,10.39,1,0.35,"N",2,"(9,11]"
"12265",22,34500,"RENT",3,"EDUCATION","D",12000,14.84,1,0.35,"Y",2,"(13,15]"
"12266",24,34500,"RENT",4,"MEDICAL","B",12000,10.38,1,0.35,"N",2,"(9,11]"
"12267",23,80000,"OWN",7,"VENTURE","B",25000,9.99,0,0.31,"N",3,"(9,11]"
"12268",25,80000,"MORTGAGE",4,"VENTURE","C",15000,12.61,0,0.19,"Y",4,"(11,13]"
"12269",24,80000,"MORTGAGE",6,"PERSONAL","A",16000,7.88,0,0.2,"N",2,"(7,9]"
"12270",22,80000,"MORTGAGE",0,"MEDICAL","C",2000,14.72,0,0.03,"Y",3,"(13,15]"
"12271",22,35000,"RENT",2,"PERSONAL","B",12000,NA,1,0.34,"N",2,"missing"
"12272",25,40000,"OWN",5,"EDUCATION","C",6000,13.47,0,0.15,"Y",3,"(13,15]"
"12273",21,40000,"OWN",1,"EDUCATION","C",15000,13.16,0,0.38,"N",2,"(13,15]"
"12274",23,74000,"MORTGAGE",3,"VENTURE","C",10000,NA,1,0.14,"Y",3,"missing"
"12275",22,35000,"RENT",6,"DEBTCONSOLIDATION","B",12000,11.71,1,0.34,"N",4,"(11,13]"
"12276",23,35000,"RENT",3,"DEBTCONSOLIDATION","B",12000,10,1,0.34,"N",4,"(9,11]"
"12277",24,35000,"RENT",1,"VENTURE","A",12000,6.54,1,0.34,"N",2,"(5,7]"
"12278",26,35000,"RENT",0,"EDUCATION","C",12000,10.91,1,0.34,"Y",2,"(9,11]"
"12279",23,80000,"MORTGAGE",8,"EDUCATION","D",8000,15.58,0,0.1,"N",4,"(15,17]"
"12280",24,80000,"MORTGAGE",8,"DEBTCONSOLIDATION","C",24000,14.35,0,0.3,"Y",3,"(13,15]"
"12281",26,80000,"MORTGAGE",2,"VENTURE","A",4900,6.76,0,0.06,"N",3,"(5,7]"
"12282",25,29004,"RENT",5,"PERSONAL","C",12000,12.84,1,0.41,"Y",4,"(11,13]"
"12283",24,35400,"RENT",8,"VENTURE","A",12000,7.29,1,0.34,"N",4,"(7,9]"
"12284",25,80000,"OWN",3,"EDUCATION","C",10000,14.72,0,0.13,"Y",3,"(13,15]"
"12285",24,40000,"OWN",7,"EDUCATION","C",2000,12.53,0,0.05,"N",4,"(11,13]"
"12286",25,36000,"RENT",0,"MEDICAL","B",12000,9.91,1,0.33,"N",3,"(9,11]"
"12287",26,30000,"RENT",4,"DEBTCONSOLIDATION","B",12000,11.11,1,0.4,"N",3,"(11,13]"
"12288",23,80000,"MORTGAGE",7,"PERSONAL","A",4000,7.51,0,0.05,"N",3,"(7,9]"
"12289",24,80000,"MORTGAGE",0,"EDUCATION","A",18000,7.51,0,0.23,"N",3,"(7,9]"
"12290",23,40000,"OWN",0,"VENTURE","A",6400,8.32,0,0.16,"N",3,"(7,9]"
"12291",24,36000,"RENT",7,"MEDICAL","B",12000,8.88,1,0.33,"N",4,"(7,9]"
"12292",26,80000,"MORTGAGE",5,"DEBTCONSOLIDATION","A",7000,7.51,0,0.09,"N",2,"(7,9]"
"12293",25,36000,"RENT",NA,"EDUCATION","A",12000,5.79,1,0.33,"N",3,"(5,7]"
"12294",22,36000,"RENT",6,"VENTURE","B",12000,11.49,1,0.33,"N",2,"(11,13]"
"12295",23,80000,"MORTGAGE",1,"PERSONAL","C",11000,12.73,0,0.14,"N",3,"(11,13]"
"12296",23,80000,"MORTGAGE",NA,"EDUCATION","B",25000,10.25,0,0.31,"N",4,"(9,11]"
"12297",25,62900,"MORTGAGE",9,"MEDICAL","D",8825,15.7,1,0.12,"Y",3,"(15,17]"
"12298",21,36780,"RENT",2,"DEBTCONSOLIDATION","B",12000,11.49,1,0.33,"N",4,"(11,13]"
"12299",25,31008,"RENT",2,"DEBTCONSOLIDATION","C",12000,13.79,1,0.39,"N",4,"(13,15]"
"12300",24,80000,"MORTGAGE",8,"EDUCATION","B",18000,10.62,0,0.23,"N",2,"(9,11]"
"12301",23,80000,"MORTGAGE",1,"EDUCATION","C",12000,13.48,0,0.15,"Y",4,"(13,15]"
"12302",24,80000,"MORTGAGE",8,"PERSONAL","C",12000,13.48,0,0.15,"Y",4,"(13,15]"
"12303",22,80000,"MORTGAGE",6,"DEBTCONSOLIDATION","A",10000,7.14,0,0.13,"N",4,"(7,9]"
"12304",23,80000,"MORTGAGE",1,"EDUCATION","B",15000,9.88,0,0.19,"N",4,"(9,11]"
"12305",26,80000,"MORTGAGE",10,"EDUCATION","D",15000,16.07,0,0.19,"N",2,"(15,17]"
"12306",26,80000,"MORTGAGE",10,"VENTURE","B",25000,NA,0,0.31,"N",3,"missing"
"12307",25,80000,"MORTGAGE",9,"VENTURE","A",12000,7.88,0,0.15,"N",3,"(7,9]"
"12308",26,62900,"OWN",4,"MEDICAL","E",24250,NA,1,0.33,"Y",2,"missing"
"12309",22,31200,"RENT",7,"EDUCATION","B",12000,10.99,1,0.38,"N",2,"(9,11]"
"12310",22,80000,"MORTGAGE",5,"VENTURE","B",5000,11.36,0,0.06,"N",3,"(11,13]"
"12311",25,80000,"MORTGAGE",5,"DEBTCONSOLIDATION","A",8500,7.51,0,0.11,"N",2,"(7,9]"
"12312",23,80000,"MORTGAGE",3,"EDUCATION","D",25000,NA,0,0.31,"Y",4,"missing"
"12313",24,80000,"MORTGAGE",0,"MEDICAL","C",25000,NA,0,0.31,"Y",2,"missing"
"12314",22,37392,"RENT",1,"EDUCATION","B",12000,10.62,1,0.32,"N",2,"(9,11]"
"12315",26,80000,"MORTGAGE",10,"PERSONAL","B",25000,10.62,0,0.31,"N",4,"(9,11]"
"12316",22,80000,"MORTGAGE",6,"PERSONAL","A",5000,7.14,0,0.06,"N",2,"(7,9]"
"12317",21,32000,"RENT",6,"MEDICAL","D",12000,NA,1,0.38,"Y",2,"missing"
"12318",26,80000,"MORTGAGE",4,"PERSONAL","D",5000,14.96,0,0.06,"Y",3,"(13,15]"
"12319",23,80000,"MORTGAGE",5,"VENTURE","D",20000,14.96,0,0.25,"N",3,"(13,15]"
"12320",23,38000,"RENT",7,"PERSONAL","B",12000,11.71,1,0.32,"N",2,"(11,13]"
"12321",22,62900,"MORTGAGE",6,"MEDICAL","E",12000,16.35,1,0.16,"Y",2,"(15,17]"
"12322",23,80000,"OWN",2,"EDUCATION","F",6000,19.13,0,0.07,"Y",4,"(17,Inf]"
"12323",22,74000,"MORTGAGE",3,"PERSONAL","B",10000,11.83,1,0.14,"N",3,"(11,13]"
